주차장코드,주차장명,주소,주차장 종류,주차장 종류명,운영구분,운영구분명,전화번호,주차현황 정보 제공여부,주차현황 정보 제공여부명,총 주차면,현재 주차 차량수,현재 주차 차량수 업데이트시간,유무료구분,유무료구분명,야간무료개방여부,야간무료개방여부명,평일 운영 시작시각(HHMM),평일 운영 종료시각(HHMM),주말 운영 시작시각(HHMM),주말 운영 종료시각(HHMM),공휴일 운영 시작시각(HHMM),공휴일 운영 종료시각(HHMM),"토요일 유,무료 구분","토요일 유,무료 구분명","공휴일 유,무료 구분","공휴일 유,무료 구분명",월 정기권 금액,노상 주차장 관리그룹번호,기본 주차 요금,기본 주차 시간(분 단위),추가 단위 요금,추가 단위 시간(분 단위),버스 기본 주차 요금,버스 기본 주차 시간(분 단위),버스 추가 단위 요금,버스 추가 단위 시간(분 단위),일 최대 요금,주차장 위치 좌표 위도,주차장 위치 좌표 경도,공유 주차장 관리업체명,공유 주차장 여부,공유 주차장 관리업체 링크,공유 주차장 기타사항
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57216171,127.0224105,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57011017,127.0163365,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57031598,127.0169854,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57211636,127.0227369,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57060019,127.0176276,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57019149,127.0166074,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57142888,127.0192478,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57034406,127.0170586,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57209467,127.0210653,,N,,
1451364,청계7가 공영주차장(시),종로구 창신동 436-87,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,14,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,450,5,450,5,0,0,0,0,0,37.57017023,127.0165343,,N,,
1451370,동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:12,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11102E+12,0,0,0,0,0,0,0,0,0,37.57290137,126.9967881,,N,,
1451370,동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:12,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11102E+12,0,0,0,0,0,0,0,0,0,37.57278931,126.996793,,N,,
1451370,동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:12,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11102E+12,0,0,0,0,0,0,0,0,0,37.57248168,126.9966381,,N,,
1451370,동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:12,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11102E+12,0,0,0,0,0,0,0,0,0,37.5730121,126.9967768,,N,,
1451370,동순라길(종묘) 관광버스전용 주차장(시),종로구 인의동 107-1,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:12,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1.11102E+12,0,0,0,0,0,0,0,0,0,37.57267895,126.9967579,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.5682943,126.9884302,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56831662,126.9893367,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829931,126.9890589,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56830587,126.9891271,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56831363,126.9892663,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829211,126.9885708,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829785,126.9881457,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829666,126.9882176,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.568303,126.988003,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.568294,126.988629,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829903,126.9880723,,N,,
1451938,청계1(북) 공영주차장(시),종로구 관철동 13-14,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,7,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11101E+12,750,5,750,5,0,0,0,0,0,37.56829312,126.9885006,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983056,127.0055089,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982879,127.0060547,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983044,127.0056487,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983045,127.0055798,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982751,127.0047015,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982813,127.0059231,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.5698808,127.0074416,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.5698704,127.0072536,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983202,127.0063919,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983142,127.0063234,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56983016,127.0061908,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982801,127.0058559,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982716,127.0041102,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56987456,127.0073171,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982987,127.0062555,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982838,127.0057868,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.5698332,127.0064623,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982809,127.0047706,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56986607,127.0071896,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982646,127.0041839,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56988704,127.007567,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56988503,127.0075057,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.5698281,127.0048382,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982884,127.0059896,,N,,
1452019,청계5(북1) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,11,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56982977,127.00544,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57028463,127.0021223,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57018549,127.0021309,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57003679,127.0021438,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57008636,127.0021395,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57023506,127.0021266,,N,,
1452024,청계5(동호로_북) 공영주차장(시),종로구 종로5가 458-2,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,2,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57013593,127.0021352,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57032948,126.9975515,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56966028,126.9979682,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57036094,126.9974948,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56987505,126.9979546,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57042585,126.9973851,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56955142,126.997977,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57039324,126.9974385,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57045874,126.9973323,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56992932,126.99795,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56960585,126.997973,,N,,
1452025,청계3(창경궁로_북1) 공영주차장(시),종로구 예지동 140-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1,4,2025.1.21 11:11,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.57029638,126.9976069,,N,,
1452219,청계2(돈화문로) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,2024.1.12 18:14,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.5689309,126.9924008,,N,,
1452219,청계2(돈화문로) 공영주차장(시),종로구 관수동 91-4,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1,0,2024.1.12 18:14,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1.11102E+12,750,5,750,5,0,0,0,0,0,37.56904162,126.9923908,,N,,
